sensor_1_sum,sensor_2_sum,sensor_3_sum,sensor_4_sum,sensor_5_sum,sensor_6_sum,sensor_7_sum,sensor_8_sum,sensor_9_sum,sensor_10_sum,sensor_1_mean,sensor_3_mean,sensor_4_mean,sensor_5_mean,sensor_6_mean,sensor_7_mean,sensor_9_mean,sensor_10_mean,sensor_1_std,sensor_3_std,sensor_4_std,sensor_5_std,sensor_6_std,sensor_7_std,sensor_9_std,sensor_10_std,sensor_1_min,sensor_3_min,sensor_4_min,sensor_5_min,sensor_6_min,sensor_7_min,sensor_9_min,sensor_10_min,sensor_1_max,sensor_3_max,sensor_4_max,sensor_5_max,sensor_6_max,sensor_7_max,sensor_9_max,sensor_10_max,sensor_8_mean,sensor_8_std,sensor_8_min,sensor_8_max,sensor_2_mean,sensor_2_std,sensor_2_min,sensor_2_max
95870.0,-65709.0,0.0,-134432.0,21185.0,308548.0,-165828.0,-300504.0,-58632.0,176707.0,1.597806703221613,,-2.240495991733471,0.35307744870918817,5.142380960317328,-2.7637539374343763,-0.9771837136047733,2.9450675822069634,334.61466978878263,,329.04671516475287,205.62977236829664,459.50079319190615,362.8840162782057,348.3581331466346,1009.2690006381083,-2644.0,,-2965.0,-2419.0,-1955.0,-2331.0,-1634.0,-17491.0,2288.0,,2591.0,1528.0,2136.0,2278.0,2312.0,15861.0,-5.008316528057866,661.6650891104207,-3183.0,3105.0,-1.0951317478042033,603.2428659750562,-6918.0,8514.0
-33161.0,-319077.0,299522.0,136317.0,-877.0,-205977.0,-368161.0,-616347.0,252273.0,-209114.0,-0.5526741220979651,4.991950134164431,2.2719121347977533,-3.045138888888889,-3.432892785120248,-6.135914401426643,4.204479925334578,-3.485175247079215,498.5170616567608,425.5998247006201,510.9222778263103,177.76442161752166,1293.8138153925834,787.4170879804643,404.44791844842433,920.0291981151412,-1814.0,-1717.0,-2040.0,-449.0,-6950.0,-3568.0,-2293.0,-3746.0,1872.0,1796.0,2071.0,435.0,7017.0,4018.0,2148.0,3578.0,-10.272278795353412,991.083062889461,-7396.0,5201.0,-5.317861368977184,996.4057592144876,-8145.0,7864.0
-3476.0,101127.0,-18282.0,-143526.0,5753.0,383569.0,-107089.0,369553.0,-147869.0,335273.0,-0.0579323677938701,-0.30469492175130414,-2.3920601323311277,0.09588173530441159,6.392710121497975,-1.7847869202179965,-2.4763284376936348,5.587790203496608,388.2044725104518,317.900954637537,337.9048719481428,236.10994597829406,452.01627683767117,381.77690885196074,317.27450651831293,782.9264821149674,-1637.0,-1323.0,-2809.0,-3420.0,-1940.0,-2251.0,-2913.0,-5607.0,1744.0,1687.0,2044.0,3530.0,2997.0,1883.0,1909.0,5189.0,6.159114014766421,548.5763663936332,-1707.0,1882.0,1.6854219096348395,792.0964906430123,-28795.0,26006.0
-92711.0,-263888.0,-5954.0,190282.0,-64925.0,-14118.0,263290.0,-724.0,-87741.0,-47191.0,-1.5451575807069882,-0.0992316794720088,3.171313811436476,-1.0820652989116848,-0.23529607839869335,4.38809353177447,-1.4623256279062016,-0.7865035582740287,185.0795814370823,184.86391657895186,221.8654555530345,116.261701196802,274.64911353974196,266.10773860894574,239.2659992939198,371.31693185899337,-903.0,-1025.0,-1045.0,-1132.0,-1100.0,-3044.0,-1299.0,-2487.0,1015.0,1407.0,1176.0,1406.0,1170.0,2554.0,1243.0,2364.0,-0.012066465558907351,308.60969765665385,-3320.0,2790.0,-4.398060032332794,647.7201635831915,-6516.0,6425.0
39859.0,-21825.0,-22320.0,-78983.0,-29918.0,85460.0,-251213.0,-10399.0,-92950.0,-454806.0,0.6643055949067516,-0.3719938001033316,-1.316361393976767,-0.49862502291628474,1.424309594840086,-4.186813553107449,-1.5713488749513973,-7.579973667105548,319.2565777041848,267.9117440221182,269.2470233456017,156.76868448644137,484.27755544560097,342.41657653134735,237.51174333971557,619.2329781067375,-1511.0,-1602.0,-1003.0,-1158.0,-1691.0,-1841.0,-1057.0,-2901.0,1322.0,1157.0,1195.0,1201.0,1602.0,1528.0,1250.0,3039.0,-0.17331377810369827,506.4212385078589,-2135.0,1648.0,-0.36374393760103996,321.98406762572796,-2597.0,2257.0
1567.0,0.0,51182.0,68381.0,40312.0,-66586.0,-101385.0,0.0,-21370.0,202570.0,0.026116231396143396,0.8530191163480608,1.1396643389276846,0.6718554690755154,-1.1097481708638188,-1.6897218379693673,-0.3561607306544891,3.3761103981600304,270.19194054338067,231.8374342355575,488.86580758617254,203.28967895437333,224.88521569563346,392.5803833728718,348.6082336674696,581.602020562123,-2072.0,-1608.0,-7954.0,-3595.0,-2268.0,-6694.0,-3631.0,-4730.0,1935.0,2711.0,7972.0,3550.0,2270.0,5652.0,3569.0,4227.0,,,,,,,,
52333.0,192224.0,601337.0,204890.0,-50003.0,221484.0,11710.0,128078.0,-10338.0,21657.0,0.8722021299645006,10.022116298061698,3.4147764203929936,-0.8333694438426026,3.6913384776920384,0.19516341394310094,-0.17809705927954933,0.36094398426692886,334.32947457176465,300.64681742457856,1066.8395132388255,188.335944083425,528.075249808027,491.5834438261122,303.0407483939046,680.9908937232095,-1866.0,-1302.0,-7646.0,-1545.0,-2531.0,-2545.0,-1748.0,-3532.0,2437.0,1311.0,5594.0,1822.0,2283.0,2264.0,1988.0,3978.0,2.134597756704055,745.8465565716641,-4264.0,4044.0,3.203679938667689,773.2755431046498,-15245.0,17201.0
1625644.0,-2386410.0,6126071.0,-1020772.0,82462546.0,663468.0,19743.0,378612.0,2339217.0,-660994.0,27.093615106414894,102.09948167530541,-17.012583123614608,1613.3064522440036,11.716460345771452,0.3290445159247346,38.986300228329526,-11.016383060282328,15231.78928895484,12637.702253585758,12287.724591635819,9532.018501127797,3504.2809917478457,782.6553286161383,15574.361651720401,14427.370517068644,-32767.0,-32767.0,-32767.0,-32767.0,-14567.0,-13996.0,-32767.0,-32767.0,32767.0,32767.0,32767.0,32767.0,17551.0,8275.0,32767.0,32767.0,6.310094831752804,1842.3537687171429,-17309.0,18768.0,-39.77283711938134,10983.833711769135,-32767.0,32767.0
-160139.0,0.0,47014.0,26551.0,58.0,-17440.0,126199.0,0.0,-95677.0,-36676.0,-2.6689388510191496,0.783553607439876,0.4425092915118081,0.0009666505558240696,-0.2906618223029616,2.103281611973134,-1.594590090165164,-0.6112564790586823,273.933364458139,227.42410133238957,294.32519775286545,198.24930432597293,193.0391842285662,214.70412210620808,326.4278466318895,619.5389039648409,-2782.0,-2197.0,-2258.0,-3279.0,-747.0,-1223.0,-3004.0,-6506.0,2422.0,1620.0,2591.0,3465.0,820.0,1926.0,3197.0,4554.0,,,,,,,,
34739.0,0.0,-123878.0,32141.0,29396.0,-246384.0,-96125.0,159530.0,48160.0,165574.0,0.5789736837719371,-2.0645989233512774,0.5356744054265762,0.4899251679138681,-4.106331561140648,-1.6020566323894603,0.8026532891118482,2.7595206746554224,275.1832306552975,233.26883809653947,280.3356620758091,183.97690969973036,533.6869471204482,345.53808008443417,270.76539427511767,532.2989449410893,-1270.0,-1081.0,-1259.0,-1012.0,-1921.0,-1919.0,-1253.0,-2561.0,1132.0,921.0,1214.0,1117.0,1886.0,1788.0,1449.0,2282.0,2.658789020182997,461.3365109365687,-2110.0,1995.0,,,,
165250.0,-231968.0,22632.0,-94476.0,0.0,-281962.0,560494.0,688853.0,-142224.0,-506949.0,2.7541207646539223,0.37719371343810937,-1.5745737571040483,,-4.699288345194247,9.341410976483726,-2.370360493991767,-8.6270101934891,352.7780897756086,305.55898364996233,359.56338385532996,,768.7917783038918,523.7440927144373,366.5890249732231,695.2766997639858,-1328.0,-1182.0,-1636.0,,-3151.0,-2360.0,-1593.0,-3926.0,1457.0,1215.0,1607.0,,3316.0,2266.0,1688.0,3318.0,11.480691988466859,622.0434209908724,-2429.0,2143.0,-3.866068898851686,1009.667010831869,-6920.0,6196.0
-12586765.0,3772988.0,4769316.0,-1375227.0,1233322.0,-1100525.0,73041.0,399783.0,3393940.0,-4940102.0,-209.77592040132666,79.4872752120798,-22.920067998866685,24.950880032369007,-18.34177763703938,1.2173297111714805,56.564723921267976,-82.33366110564823,12156.563247620774,9509.088834335054,9030.7079583558,2647.3770753643685,4913.870824754089,155.78499532050395,13149.541757151903,10492.074733272177,-32767.0,-32767.0,-32078.0,-25776.0,-20281.0,-704.0,-32767.0,-32767.0,32767.0,32767.0,32767.0,23158.0,19354.0,659.0,32767.0,32767.0,6.662938951017483,651.8884607977726,-2571.0,2586.0,62.88208529857836,8396.13210260609,-32767.0,32767.0
-55109.0,0.0,17773.0,105653.0,45928.0,-68696.0,-31903.0,0.0,39194.0,148027.0,-0.9184680255329077,0.2962117298045033,1.7608539857669039,0.765453909101515,-1.1449142514291428,-0.5317078048699189,0.6532224462925618,2.4670755487408544,222.09372282685752,193.3030231022839,228.58680858315228,135.5082548674227,285.18270105818664,218.23952063141928,222.85826263941243,450.6661171201237,-1631.0,-1297.0,-2553.0,-992.0,-1068.0,-1726.0,-1669.0,-3180.0,2118.0,1794.0,1939.0,953.0,1148.0,1257.0,1566.0,2993.0,,,,,,,,
74710.0,0.0,-105952.0,-1221484.0,109908.0,-436994.0,0.0,441430.0,29283.0,-63388.0,1.2451459142347627,-1.765837236046066,-20.35772737121048,1.8317694705088248,-7.283111948134198,,0.48804186596890053,-1.056449059182347,465.3180743525291,392.3053969807444,794.4113875667076,260.10583973583505,950.53641310032,,408.43333988281853,870.1894371515419,-1932.0,-1572.0,-3833.0,-1500.0,-3758.0,,-1551.0,-3385.0,1908.0,1485.0,3533.0,1514.0,3658.0,,1667.0,3516.0,7.357044049265846,826.0793280717187,-5565.0,5225.0,,,,
274424.0,109731.0,0.0,171108.0,12895.0,433711.0,369582.0,-24120.0,0.0,46472.0,4.573657105714905,,2.8517524707921535,0.2149130847819203,7.228396193396777,6.159597340044333,,0.774520424659589,373.8630685764157,,334.3195809485845,154.76672928937126,1766.7365200280929,514.2277706376146,,571.8097588721681,-1482.0,,-1379.0,-1140.0,-6145.0,-2273.0,,-2869.0,1746.0,,1281.0,1101.0,5974.0,2372.0,,2908.0,-0.4019933001116648,908.1701806005451,-3617.0,3649.0,1.8288195196746722,386.1766297262883,-4224.0,3750.0
121386.0,-10618.0,113693.0,23266.0,100489.0,-53799.0,293021.0,227071.0,9317.0,13699.0,2.0230662822286294,1.8948517524707922,0.38776020399660005,1.6747887535207746,-0.8966350560823986,4.883601939967667,0.161863067007175,0.22831286145230914,280.47613368687496,337.1957882205259,274.48512601994463,168.61204035462336,381.8840298862693,561.206051836518,267.86339532804385,559.3735181632828,-1303.0,-1690.0,-1155.0,-942.0,-3754.0,-8717.0,-1366.0,-2635.0,1323.0,1947.0,1439.0,1194.0,4678.0,8002.0,1101.0,3780.0,3.784453592440126,374.8804078933776,-3340.0,2499.0,-0.1769637172713788,404.5043468863932,-3165.0,2865.0
-218139.0,367001.0,133388.0,-108871.0,-6199.0,-362825.0,129495.0,-176461.0,-96149.0,-119900.0,-3.635589406843219,2.2230962817286377,-1.8144864252262463,-0.10331494475092082,-6.046982550290829,2.1582140297661705,-1.6290090303779883,-1.9983000283328611,442.16039067971667,429.36388474954384,421.29440086572083,223.43854832110839,364.25591330263467,357.0251027372869,521.7928348027322,783.8318362147436,-1621.0,-1756.0,-1732.0,-1192.0,-1901.0,-2151.0,-1953.0,-3016.0,1586.0,1617.0,1797.0,1314.0,1397.0,2879.0,2274.0,3402.0,-2.9409676505391578,414.54028664106573,-2520.0,2431.0,6.116581390310161,674.1305926341124,-3888.0,4524.0
5407.0,-78822.0,0.0,-11764.0,60813.0,-104886.0,499430.0,-19893.0,0.0,-9577.0,0.09011516474725421,,-0.19606339894335095,1.013533107781537,-1.7480708654855752,8.323694605089916,,-0.15961400643322612,299.26802234082476,,213.05153294880617,154.7846456107709,455.3867023720829,309.45996082432,,493.2180461752635,-2802.0,,-2200.0,-2255.0,-1681.0,-1635.0,,-3880.0,2763.0,,1799.0,2310.0,1666.0,1996.0,,4078.0,-0.3315444742587624,291.6265201585118,-1215.0,1420.0,-1.3136781053649105,562.6411071791144,-10770.0,16131.0
93698.0,0.0,-194237.0,-121364.0,74895.0,76750.0,167354.0,-73002.0,-70548.0,-83811.0,1.561607306544891,-3.2372293795103415,-2.022699621672972,1.2482291961800636,1.2791453475775403,2.7891868468858854,-1.175780403659939,-1.3968267195546742,281.77006720961305,252.82270412540788,345.5334470805761,236.64616719462387,1752.8557420943807,461.48536163899473,302.47643442765593,655.8561751323712,-1184.0,-1311.0,-2266.0,-1382.0,-32767.0,-1987.0,-1458.0,-3558.0,1222.0,1021.0,1741.0,1527.0,32767.0,2118.0,1364.0,3027.0,-1.2166797220046333,637.2361074194678,-4484.0,4290.0,,,,
188810.0,26174.0,19970.0,38733.0,52250.0,-47287.0,203902.0,8121.0,-124295.0,-16410239.0,3.146780886985217,0.3328277862035633,0.6455392410126498,0.8708188196863386,-0.7881035316078066,3.3983100281661973,-2.0715488075198745,-273.49942500958315,278.6504135501665,221.98830132198069,241.13440413071774,218.41447699716363,277.24717593837636,287.21320576036186,255.6236360302965,1489.5347896364049,-1311.0,-1577.0,-1576.0,-2022.0,-1433.0,-1771.0,-1624.0,-5994.0,1531.0,1138.0,1349.0,1707.0,1358.0,1311.0,1807.0,4471.0,0.13534774420426327,246.9623451001174,-1753.0,1642.0,0.43622606289895166,480.2075101144475,-3568.0,3484.0
54386.0,209890.0,-102868.0,-105565.0,44983.0,-20161.0,-42736.0,9283.0,229393.0,65248.0,0.9064182263628939,-1.714438092698455,-1.7593873435442742,0.7497041715971401,-0.3360110664822253,-0.7122547957534041,3.9166282504396523,1.0874485425242912,233.9723616704311,184.0768863447319,226.4258550193668,182.23294703287735,228.34021651477607,198.9828145460075,241.61887639079953,565.4060664713679,-920.0,-864.0,-1108.0,-1114.0,-1117.0,-2477.0,-1042.0,-3237.0,1078.0,759.0,1149.0,983.0,905.0,2435.0,1033.0,2763.0,0.15471408809853168,184.18113062911377,-971.0,726.0,3.4981083648605855,864.2911623794698,-5935.0,7883.0
197320.0,485613.0,356336.0,281814.0,49749.0,72037.0,64334.0,-38322.0,-74795.0,0.0,3.2886118564690587,5.938834352760788,4.696821719638006,0.829136181063649,1.200596656722388,1.0722154630756153,-1.2465625572907117,,704.9035602490657,644.1937829504678,687.2525513701144,245.2186561793416,2027.86749696004,57.333359703055734,665.595416730433,,-4384.0,-3645.0,-4184.0,-2028.0,-7386.0,-245.0,-4281.0,,4086.0,4473.0,4704.0,2458.0,6891.0,269.0,4593.0,,-0.6386893551774138,70.40057885019257,-365.0,356.0,8.093415109748172,1088.5770526349854,-12013.0,12080.0
25589.0,152116.0,17615.0,-86954.0,-23847.0,-20406.0,-30833.0,-65902.0,19976.0,376898.0,0.4264762253962434,0.29357844035932734,-1.4492091798470026,-0.39744337594373425,-0.3400943317611373,-0.5138747687538541,0.3329277845369244,6.281528641189314,277.4286319007668,222.1368330412501,259.39511443179293,229.5787401295328,240.17566071645234,251.4829592868158,258.12622769472614,655.7588920532987,-1119.0,-1045.0,-1105.0,-1348.0,-992.0,-1895.0,-1179.0,-3169.0,1005.0,987.0,1247.0,1316.0,1068.0,1758.0,1204.0,3029.0,-1.0983483608606524,440.9937042756643,-3004.0,4462.0,2.535224412926451,506.69897387902154,-2980.0,2754.0
-265857.0,29253.0,-90965.0,-304342.0,39547.0,-170981.0,290185.0,-250120.0,-139505.0,574020.0,-4.430876152064132,-1.516058065698905,-5.07228212863119,0.6591056815719738,-2.849635839402677,4.836336061065649,-2.4335804622764936,9.566840552657455,500.445887676827,403.3565250655647,442.154437188192,277.5827791052491,949.90223689436,556.188196488984,479.45880220402006,1050.7080688452108,-2117.0,-1783.0,-2187.0,-2127.0,-11058.0,-2676.0,-2006.0,-4442.0,2348.0,1602.0,1891.0,1497.0,12530.0,2362.0,2058.0,4314.0,-4.168597190046833,568.1655246855273,-3654.0,3216.0,0.48754187430209495,929.1639467548013,-11195.0,8397.0
-19666.0,17451.0,98652.0,-184544.0,111672.0,-63201.0,-37432.0,4566.0,-26870.0,-120232.0,-0.3277612039799337,1.6441725971233814,-3.0756820719654674,1.8611689805169913,-1.053332444459259,-0.6238562690621823,-0.4478258695688405,-2.003833269445509,364.4367387317988,433.6866276680461,350.06824852038284,226.77602928651902,547.6324520353679,590.5553814815922,395.81620387327257,836.1201100033251,-1520.0,-1491.0,-1572.0,-1295.0,-6600.0,-5873.0,-1879.0,-4153.0,1591.0,1614.0,1445.0,1364.0,6173.0,5529.0,1759.0,3794.0,0.0760987316878052,461.29260700292303,-2512.0,2322.0,0.2908451525807903,949.1096768854943,-8678.0,7798.0
97572.0,-206852.0,24815.0,-252256.0,13828.0,17467.0,114329.0,123223.0,-93966.0,-220869.0,1.6261728971183813,0.4135764403926601,-4.204196596723388,0.23046282561957301,0.2911118148030866,1.9054515758070698,-1.7299556308338089,-3.6810886485225245,372.3462259120778,359.28810329364353,404.17955020393464,206.70321103617974,313.75500777278256,263.9309673831016,460.3874257610677,758.5820705613784,-1846.0,-1634.0,-2516.0,-2321.0,-4797.0,-2067.0,-2213.0,-4613.0,1561.0,1715.0,2269.0,1840.0,4156.0,2209.0,2630.0,5522.0,2.053682438626023,323.87439407093365,-5402.0,5199.0,-3.4474758754020765,1114.157761545466,-19415.0,19163.0
-83849.0,-115592.0,86693.0,94218.0,34046.0,-47956.0,-239425.0,-164233.0,28921.0,83354.0,-1.3974600423326278,1.4448592523457942,1.5702738287695206,0.5674238762687288,-0.7992533457775703,-3.9903501608306526,0.48200863318944687,1.3892101798303362,259.9596354363792,236.6301201529804,308.6569933853328,239.39627898412527,415.2347159741213,299.9435143882023,297.24735296910325,616.7802356833249,-1212.0,-1034.0,-1374.0,-1169.0,-1416.0,-1110.0,-1464.0,-3180.0,1128.0,1033.0,1352.0,1095.0,1375.0,1104.0,1146.0,2662.0,-2.7371710471492143,510.20102468189623,-5613.0,4998.0,-1.9265012249795836,905.5089987945123,-6352.0,6127.0
63285.0,-57504.0,10416.0,37169.0,35904.0,-30586.0,98072.0,-124250.0,-58716.0,-112675.0,1.0547324211263145,0.1735971067148881,0.6194730087831869,0.5983900268328861,-0.509758170697155,1.6345060915651406,-1.0395708291283794,-1.8778853685771904,355.27465892036093,316.77085929244754,339.9695312281121,222.2472023597626,760.1582668600072,617.6325722023652,398.46875725162135,836.394444010182,-1961.0,-1750.0,-2276.0,-1652.0,-30985.0,-3845.0,-2661.0,-5104.0,1804.0,1559.0,2174.0,1864.0,22472.0,3789.0,2525.0,6104.0,-2.0707988200196663,430.9509461885156,-3817.0,3488.0,-0.9583840269328845,1083.1955893642116,-11951.0,12505.0
-810718.0,-451875.0,763681.0,1793441.0,-4814.0,829468.0,804471.0,-310133.0,819118.0,2553148.0,-13.511741470975483,12.727804536591057,29.890185163580608,-0.08023199613339778,13.824236262728954,13.407626539557674,13.651739137681039,42.55175747070882,6019.341790040916,5117.193750257563,5065.809595581984,1223.7186087343446,6539.155388117025,7028.710814680349,5508.292069832447,7478.815998346616,-32767.0,-32767.0,-32767.0,-25382.0,-32767.0,-32767.0,-32767.0,-32767.0,32767.0,32767.0,32767.0,18589.0,32767.0,32767.0,32767.0,32767.0,-5.1687971867135545,6430.727176987091,-32767.0,32767.0,-7.5311244812586455,2613.873339433662,-27521.0,32767.0
-40328.0,91226.0,15139.0,56198.0,-10505.0,29289.0,-31531.0,-145839.0,13305.0,353886.0,-0.6721221312978117,0.2523124614589757,0.9366177230379493,-0.17508041532641122,0.48814186430226164,-0.5255079082015299,0.2229726332724439,5.898001699971667,198.68917629716225,160.45575762192965,188.64049140968297,171.6721095470586,218.5298269425685,193.5230481196037,219.99449763633868,466.78434127853956,-1044.0,-1026.0,-1262.0,-2912.0,-898.0,-975.0,-1446.0,-3504.0,1259.0,1086.0,1264.0,2778.0,1058.0,1348.0,1372.0,3957.0,-2.430609489841836,218.39202318089258,-994.0,934.0,1.5204079932001133,393.00159760617623,-4764.0,4873.0
131374.0,0.0,79837.0,167054.0,-80925.0,-28600.0,-237911.0,-219387.0,-68914.0,-37825.0,2.189530174497092,1.3305944900918318,2.7841869302178295,-1.34872752120798,-0.4766587223546274,-3.965117248045866,-1.14854752420793,-0.6304061598973351,411.15291605157597,372.67549298569156,431.3454094349554,183.6990297209608,666.5093584934441,519.6369528172273,416.4382833625313,682.0921199257351,-1596.0,-1531.0,-1889.0,-1276.0,-2719.0,-3376.0,-2179.0,-2701.0,1641.0,1630.0,1685.0,954.0,2707.0,3683.0,1901.0,2848.0,-3.65638906018233,557.3063999090215,-4236.0,4602.0,,,,
182002.0,183399.0,0.0,-158207.0,-18359.0,-963715.0,-693920.0,-99110.0,0.0,-415676.0,3.0333161113981433,,-2.636739387676872,-0.30597823369610505,-16.061648972517126,-11.565140580990317,,-6.927817869702172,325.772525248347,,271.6755704380899,162.86689163985045,1005.7138148678318,379.57364326412426,,597.1542311438365,-1459.0,,-1444.0,-1854.0,-3699.0,-1908.0,,-4150.0,1691.0,,1460.0,1868.0,3560.0,1790.0,,4179.0,-1.6518058032366127,549.8401319402886,-1941.0,2095.0,3.056599056682389,436.68453853610777,-6825.0,7175.0
-513956.0,-1498316.0,10103625.0,-2683275.0,2270553.0,3523364.0,4196817.0,902514.0,7740844.0,4953997.0,-8.565790570157164,168.39094348427525,-44.7205046582557,37.84191930134498,58.72175463742271,69.94578423692938,129.01191646805887,82.56524057932367,13525.759589738724,14072.810286653621,13518.036063330886,4420.004418737619,10071.569419338854,9950.758385075176,14730.808390051374,18410.007830559112,-32767.0,-32767.0,-32767.0,-19798.0,-32767.0,-32767.0,-32767.0,-32767.0,32767.0,32767.0,32767.0,16765.0,32767.0,32767.0,32767.0,32767.0,15.041649305844903,7703.484392596767,-31207.0,26745.0,-24.97151714138098,17742.42219200558,-32767.0,32767.0
-39590.0,-5542.0,34381.0,-20146.0,-10324.0,-7942.0,-63435.0,25957.0,-4186.0,47570.0,-0.6598223362943951,0.5730071165480576,-0.33576107064882255,-0.1720637989366844,-0.13236446059232346,-1.0572323794603424,-0.06976550390826819,0.7928201196646723,121.98294577752158,119.4930628699372,161.31075009421363,204.10166509256035,196.4356884903833,159.4034482826521,161.04670192015735,324.4425586948304,-614.0,-715.0,-1069.0,-2077.0,-786.0,-2518.0,-968.0,-2716.0,556.0,633.0,1070.0,2302.0,979.0,2594.0,1208.0,2150.0,0.4326094565090582,151.8932186195474,-670.0,606.0,-0.09236512724787921,585.7507180264836,-5678.0,6166.0
-28471.0,80005.0,0.0,181196.0,1237.0,-271461.0,-286239.0,108826.0,-111484.0,-178804.0,-0.47450875818736354,,3.0198830019499674,0.42951388888888886,-4.524274595423409,-4.770570490491825,-1.85803569940501,-2.9800169997166712,352.7475822090811,,341.1950010692707,157.98982526597047,521.1563342685515,359.76850505274854,374.44803045612105,705.4526734544327,-2497.0,,-1930.0,-810.0,-2233.0,-2433.0,-2352.0,-4950.0,2562.0,,1872.0,733.0,2111.0,1992.0,2537.0,4025.0,1.8137364377260379,596.1858163961751,-5768.0,8429.0,1.3333944434259428,633.0849961995302,-9714.0,8398.0
267922.0,0.0,-28026.0,-317711.0,340.0,85738.0,0.0,285584.0,-204462.0,-437234.0,4.465292245129248,-0.46709221512974786,-5.295095081748638,0.09857929834734706,1.4289428509524842,,-3.4076432059465676,-7.287111881468642,562.3217710227703,359.9397990700107,426.663112713971,231.6538857043027,896.6870741540574,,367.4990170158016,877.9305825341357,-5529.0,-1365.0,-1656.0,-829.0,-3311.0,,-1466.0,-3466.0,4337.0,1553.0,1647.0,781.0,4146.0,,1784.0,3473.0,4.759654005766571,696.5792216129047,-2616.0,2344.0,,,,
164830.0,795498.0,60565.0,-489229.0,0.0,72849.0,-122072.0,-287942.0,-724799.0,-966484.0,2.7471208813186445,1.0093998433359443,-8.153680771987133,,1.2141297645039248,-2.0344994250095834,-12.15881297076043,-16.107798203363277,673.9571516308873,668.6237473933364,831.2728255503686,,653.1537687362345,568.1475999037896,787.6717229631937,1253.7622397459124,-2924.0,-2585.0,-3591.0,,-2101.0,-2310.0,-2941.0,-4936.0,2666.0,2741.0,3187.0,,2176.0,2050.0,3338.0,5204.0,-4.798953350777487,372.23340002777536,-1679.0,1430.0,13.258079032016132,2026.2399332780828,-9594.0,12507.0
28048.0,-145267.0,-93963.0,-56846.0,-30532.0,249803.0,-166991.0,229730.0,10092.0,3647860.0,0.46745887568540523,-1.5660238996016733,-0.9474175430409493,-0.508858185696905,4.163313944767587,-2.783136947717538,0.16819719671338812,60.79665338911018,208.1336401094841,179.62875302023718,216.0788374298583,163.4566147097283,278.5087319004156,409.78325307772894,212.67444865152822,803.2724257889099,-1244.0,-1157.0,-1805.0,-1194.0,-5263.0,-5366.0,-1680.0,-2506.0,1212.0,1083.0,1678.0,1373.0,1372.0,5649.0,1584.0,4334.0,3.8287695205079917,291.08872761805964,-1265.0,1306.0,-2.4210763153947434,443.58997130433585,-4612.0,5079.0
174056.0,-183512.0,-144438.0,156215.0,0.0,-95698.0,232355.0,265987.0,200353.0,121612.0,2.900884985250246,-2.4072598790020168,2.6035399410009834,,-1.594940084331928,3.8725187913534773,3.4714199081694534,2.0268328861185645,613.9459273362082,580.0634337466549,767.7003167361609,,685.5863025107757,543.4105884119949,688.8893326646141,1155.3365534250113,-3008.0,-2705.0,-3325.0,,-2244.0,-3294.0,-3974.0,-4680.0,3084.0,3179.0,4221.0,,2176.0,2820.0,3348.0,5942.0,4.43304278262029,561.0746098819268,-4508.0,3662.0,-3.0584823586273564,1889.8181037328497,-15000.0,12590.0
243996.0,12239.0,186298.0,-32686.0,68059.0,44448.0,-793300.0,-49350.0,104982.0,687588.0,4.066532224462926,3.1049149180846984,-0.5447575873735437,1.1342977617039716,0.7407876535391077,-13.22144630922818,1.749670838819353,11.459609006516558,337.6587036837483,302.4164180552094,298.0684433720299,186.55500760850833,495.64193936534423,355.3387862459076,273.6368706289413,682.3132608555792,-1850.0,-1367.0,-1601.0,-997.0,-1686.0,-1791.0,-1458.0,-4728.0,1794.0,1619.0,1256.0,937.0,1684.0,2308.0,1272.0,3256.0,-0.8224862918951351,495.5647427985822,-2038.0,1679.0,0.2039799336677722,409.38649062732867,-5312.0,4310.0
-289983.0,-8377.0,-34859.0,-140483.0,-18635.0,-639810.0,125685.0,-246692.0,-1010.0,123314.0,-4.832969450509158,-0.5809736504391594,-2.341344310928151,-0.3105781570307162,-10.663322277962035,2.0947150880818652,-0.016999646542002592,2.055199080015333,254.20345899888383,489.16409821312385,253.026308115947,100.7576223234123,758.1295932070072,517.4437061931496,289.4720918297058,407.7488525874036,-1383.0,-2423.0,-1427.0,-1275.0,-6739.0,-3124.0,-2028.0,-3229.0,1548.0,2270.0,1654.0,1104.0,6592.0,3172.0,1793.0,3237.0,-4.111464808919852,598.0141739753242,-3815.0,3754.0,-0.13961433976100399,336.5530113134897,-5565.0,4618.0
6487.0,143495.0,347870.0,-157744.0,0.0,600127.0,-435773.0,-704867.0,349997.0,371324.0,0.10811486475225413,5.79773670438826,-2.629022849619173,,10.001949967500542,-7.262762287295212,5.833186113564774,6.188630189496842,341.9557561941523,300.32724105916657,313.2385081536541,,649.616681138088,417.2559460189429,273.1772720341076,722.9821526045613,-1329.0,-1098.0,-1228.0,,-3017.0,-2673.0,-1034.0,-2987.0,1319.0,1109.0,1390.0,,2729.0,1761.0,995.0,2765.0,-11.747587540207663,529.498321561918,-2363.0,1749.0,2.3915434742754287,389.0767094560566,-2172.0,1870.0
